Name; Value; Type; Description
sc_fast_object_reject; 0; cheat; 
sc_force_camera; 0; cheat; 
sc_force_lod_level; -1; cheat; 
sc_force_materials_batchable; 0; cheat; 
sc_force_submit_count; 0; ; 
sc_ground_fog_depth; 0; ; 
sc_ground_fog_top; 0; ; 
sc_list_extradata_allocations; cmd; ; Prints out the overall extra data allocation counts
sc_listworlds; cmd; ; List all the active sceneworlds
sc_lod_distance_scale_override; -1; cheat; 
sc_log_submits; 0; cheat; Log out display list submits from scenesystem
sc_max_framebuffer_copies_per_layer; 1; ; 
sc_multithread_sorted_layers; 1; ; 
sc_new_morph_atlasing; 0; ; 
sc_only_render_opaque; 0; cheat; 
sc_only_render_shadowcasters; 0; cheat; 
sc_optimize_partitions_every_frame; 1; cheat; 
sc_optimizepartitions; cmd; ; Optimize the partition assignment of objects based on the next frame's render
sc_override_shadow_fade_max_dist; -1; cheat; 
sc_override_shadow_fade_min_dist; -1; cheat; 
sc_partitions_per_job; 1; cheat; 
sc_queue_reflection_views_to_layers; 1; ; 
sc_reject_all_objects; 0; cheat; 
sc_setclassflags; cmd; ; Low level command to set the flags byte associated with an object class. sc_SetClassFlags <classname> <value> 
sc_setfloatattr; cmd; ; Set a float attribute which will be visible to all rendering (Usage: sc_setfloatattr <attrname> <value>)
sc_setintattr; cmd; ; Set an integer attribute which will be visible to all rendering (Usage: sc_setintattr <attrname> <value>)
sc_showclasses; cmd; ; List the object class names known by scenesystem 
sc_skip_identical_rt_binds; 0; ; 
sc_skip_traversal; 0; cheat; 
sc_spew_cmt_usage; 0; ; 
sc_throw_away_all_layers; 0; ; 
scaleform_avatar_debug; 0; ; Show debug text for loading Steam avatars
scaleform_spew; 0; ; Allow scaleform log spew
scaleform_update; 1; cheat; 0 = off, 1 = on
scene_async_prefetch_spew; 0; sv; Display async .ani file loading info.
scene_clientflex; 1; sv, rep; Do client side flex animation.
scene_clientplayback; 1; sv; Play all vcds on the clients.
scene_flush; cmd; ; Flush all .vcds from the cache and reload from disk.
scene_forcecombined; 0; sv; When playing back, force use of combined .wav files even in english.
scene_maxcaptionradius; 1200; sv; Only show closed captions if recipient is within this many units of speaking actor (0==disabled).
scene_playvcd; cmd; ; Play the given VCD as an instanced scripted scene.
scene_print; 0; sv, rep; When playing back a scene, print timing and event info to console.
scene_showlook; 0; sv, a; When playing back, show the directions of look events.
scene_showmoveto; 0; sv, a; When moving, show the end location.
scene_showunlock; 0; sv, a; Show when a vcd is playing but normal AI is running.
scene_vcdautosave; 0; cl; Create a savegame before VCD playback
score; cmd; ; 
score; cmd; ; 
scr_centertime; 2; cl; 
screenmessage_notifytime; 8; sv; How long to display screen message text
screenmessage_show; -1; cheat; Enable display of console messages on screen. 1 = Enabled, 0 = Disabled, -1 = Enabled if vgui is not present
screenshot; cmd; ; Take a screenshot: screenshot [filename]
screenshot_prefix; 0; ; Set the screenshot auto naming prefix.
screenshot_subdir; 0; ; Set the screenshot directory.
script_add_debug_filter; cmd; ; Add a filter to the game debug overlay
script_add_watch; cmd; ; Add a watch to the game debug overlay
script_add_watch_pattern; cmd; ; Add a watch to the game debug overlay
script_attach_debugger; cmd; ; Connect the vscript VM to the script debugger
script_attach_debugger_at_startup; 0; sv; 
script_break_in_native_debugger_on_error; 0; sv; 
script_clear_watches; cmd; ; Clear all watches from the game debug overlay
script_debug; cmd; ; Toggle the in-game script debug features
script_dump_all; cmd; ; Dump the state of the VM to the console
script_find; cmd; ; Find a key in the VM 
script_help; cmd; ; Output help for script functions
script_help2; cmd; ; Output help for script functions suitable for auto-completion
script_reload; cmd; ; Reload scripts
script_reload_code; cmd; ; Execute a vscript file, replacing existing functions with the functions in the run script
script_reload_entity_code; cmd; ; Execute all of this entity's VScripts, replacing existing functions with the functions in the run scripts
script_remove_debug_filter; cmd; ; Remove a filter from the game debug overlay
script_remove_watch; cmd; ; Remove a watch from the game debug overlay
script_remove_watch_pattern; cmd; ; Remove a watch from the game debug overlay
script_resurrect_unreachable; cmd; ; Use the garbage collector to track down reference cycles
script_trace_disable; cmd; ; Turn off a particular trace output by file or function name
script_trace_disable_all; cmd; ; Turn off all trace output
script_trace_disable_key; cmd; ; Turn off a particular trace output by table/instance
script_trace_enable; cmd; ; Turn on a particular trace output by file or function name
script_trace_enable_all; cmd; ; Turn on all trace output
script_trace_enable_key; cmd; ; Turn on a particular trace output by table/instance
scripted_demo_restart; cmd; ; Play a demo with an associated markup script.
sdt_server_fakeloss_recv; 0; ; 0-100 Randomly discard N pct of packets received
sdt_server_fakeloss_send; 0; ; 0-100 Randomly discard N pct of packets instead of sending
secondary; cmd; ; 
secondary; cmd; ; 
sensitivity; 3; cl, a; Mouse sensitivity.
server_game_time; cmd; ; Gives the game time in seconds (server's curtime)
server_gc_status; cmd; ; Check status of connection to the GC
servercfgfile; 0; sv; 
set_vgui_language; cmd; ; Set language vgui is using
setang; cmd; ; Snap player eyes to specified pitch yaw <roll:optional> (must have sv_cheats).
setang_exact; cmd; ; Snap player eyes and orientation to specified pitch yaw <roll:optional> (must have sv_cheats).
setinfo; cmd; ; Adds a new user info value
setmodel; cmd; ; Changes's player's model
setpause; cmd; ; Set the pause state of the server.
setpos; cmd; ; Move player to specified origin (must have sv_cheats).
setpos_exact; cmd; ; Move player to an exact specified origin (must have sv_cheats).
setpos_player; cmd; ; Move specified player to specified origin (must have sv_cheats).
sf_cardflip_time; 1; cl; 
sf_debug_file_opens; 0; ; Print file opens to DevMsg
sf_fulldeck_card_scale_max; 0; cl; 
sf_fulldeck_card_scale_min; 0; cl; 
sf_fulldeck_hide_unavailable; 1; cl, a; If set, hide unavailable cards instead of greying them out (dynamic mode overrides)
sf_fulldeck_intro_curve; 0; cl; 
sf_fulldeck_intro_time; 0; cl; 
sf_fulldeck_leftovers_position; 1; cl; 
sf_fulldeck_legacy_columns; 7; cl; 
sf_fulldeck_legacy_gap_x; 15; cl; 
sf_fulldeck_legacy_gap_y; 50; cl; 
sf_fulldeck_legacy_rows; 3; cl; 
sf_fulldeck_raise_speed; 10; cl; 
sf_fulldeck_x_gap_perc; 0; cl; 
sf_fulldeck_y_gap_perc; 0; cl; 
sf_info; cmd; ; Show Scaleform Info
sf_joy_translate_to_keys; 1; ; If enabled, controller input is translated to regular keyboard keys
sf_loadout_hidehud; 0; cl; 
sf_loadout_rotate_drag; 0; cl; 
sf_loadout_rotate_frametime_multiplier; 8; cl; 
sf_loadout_rotate_grab_scale; 0; cl; 
sf_loadout_rotate_scale; 2; cl; 
sf_loadout_tutorial_enable; 0; cl; 
sf_texture_cache_print; cmd; ; Print scaleform texture cache info to console.
sf_texture_cache_print_summary; cmd; ; Print scaleform texture cache summary to console.
sf_turntable_curve_16x10; 0; cl; 
sf_turntable_curve_16x9; 0; cl; 
sf_turntable_curve_4x3; 0; cl; 
sf_turntable_curve_5x4; 0; cl; 
sf_turntable_deal_curve_max; 0; cl; 
sf_turntable_deal_curve_min; 0; cl; 
sf_turntable_deal_time; 0; cl; 
sf_turntable_edgescroll; 0; cl; 
sf_turntable_end; 1; cl; 
sf_turntable_gradient_curve; 0; cl; 
sf_turntable_hasitems_allitems; 0; cl; 
sf_turntable_indent; 0; cl; 
sf_turntable_itemsel_xdelta; 0; cl; 
sf_turntable_mousescroll; 0; cl; 
sf_turntable_mousewheelscroll; 5; cl; 
sf_turntable_moviecards_fromcenter; 3; cl; 
sf_turntable_rotation_angle; 85; cl; 
sf_turntable_rotation_start; 0; cl; 
sf_turntable_scale_curve; 0; cl; 
sf_turntable_scale_max; 230; cl; 
sf_turntable_scale_max_ingame; 150; cl; 
sf_turntable_scale_min; 80; cl; 
sf_turntable_selmove_time; 0; cl; 
sf_turntable_testmaxheroes; -1; cl; 
sf_turntable_tint_curve; 0; cl; 
sf_turntable_ypos; 250; cl; 
sf_turntable_ypos_curve; 0; cl; 
sf_turntable_ypos_ingame; 145; cl; 
sf_turntable_ypos_max; 0; cl; 
shader_roughness_cone; 1; cheat; 
shader_roughness_ellipse; 1; cheat; 
shake; cmd; ; Shake the screen.
shake_show; 0; cl; Displays a list of the active screen shakes.
shake_stop; cmd; ; Stops all active screen shakes. 
shake_testpunch; cmd; ; Test a punch-style screen shake. 
shop_nav_to_search; cmd; ; with the shop open, makes the search box active
shop_nav_to_tab; cmd; ; switch to a particular shop tab ( 0 - 12 )
shop_select_itemrow; cmd; ; buy ( or set quickbuy with shift held ) a particular displayed row
show_broadcast; cmd; ; debug show the broadcaster dialog
show_sf_shop; cmd; ; show scaleform shop
show_shared_units; cmd; ; show the shared unit control dialog
showbudget_texture; 0; cl, cheat; Enable the texture budget panel.
showbudget_texture; cmd; ; 
showbudget_texture; cmd; ; 
showbudget_texture_global; cmd; ; 
showbudget_texture_global; cmd; ; 
showbudget_texture_global_dumpstats; cmd; ; Dump all items in +showbudget_texture_global in a text form
showbudget_texture_global_sum; 0; cl; 
showconsole; cmd; ; Show the console.
showfantasy; cmd; ; 
showfantasy; cmd; ; 
showharvest; cmd; ; 
showharvest; cmd; ; 
showinfo; cmd; ; Shows a info panel: <type> <title> <message> [<command>]
showitems; cmd; ; 
showitems; cmd; ; 
showmainmenu; cmd; ; 
showpanel; cmd; ; Shows a viewport panel <name>
showparticlecounts; 0; cl; Display number of particles drawn per frame
showscores; cmd; ; 
showscores; cmd; ; 
showtriggers; 0; sv, cheat; Shows trigger brushes
showtriggers_toggle; cmd; ; Displays the movement bounding box for the triggers in orange.  Some entites will also display entity specific overlays.  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at 
simple_bot_add; cmd; ; Add a simple bot.
sk_autoaim_mode; 1; sv, a, rep; 
sk_player_arm; 1; sv; 
sk_player_chest; 1; sv; 
sk_player_head; 2; sv; 
sk_player_leg; 1; sv; 
sk_player_stomach; 1; sv; 
skel_debug; 0; sv, rep; 
skill; 1; sv, a, ss, xbox_archive; Game skill level (1-3).
skill2; 1; sv, a, ss_added, xbox_archive; Game skill level (1-3).
slot0; cmd; ; 
slot1; cmd; ; 
slot10; cmd; ; 
slot2; cmd; ; 
slot3; cmd; ; 
slot4; cmd; ; 
slot5; cmd; ; 
slot6; cmd; ; 
slot7; cmd; ; 
slot8; cmd; ; 
slot9; cmd; ; 
smoothstairs; 1; sv, rep; Smooth player eye z coordinate when traversing stairs.
snapto; cmd; ; 
snd_async_flush; cmd; ; Flush all unlocked async audio data
snd_async_minsize; 262144; ; 
snd_async_showmem; cmd; ; Show async memory stats
snd_async_showmem_music; cmd; ; Show async memory stats for just non-streamed music
snd_async_showmem_summary; cmd; ; Show brief async memory stats
snd_async_spew_blocking; 0; ; Spew message to console any time async sound loading blocks on file i/o.
snd_async_stream_fail; 0; ; Spew stream pool failures.
snd_async_stream_spew; 0; ; Spew streaming info ( 0=Off, 1=streams, 2=buffers
snd_autodetect_latency; 0; a; Enable automatic buffer latency detection (requires driver support)
snd_compare_KV_convert; 0; ; 
snd_compare_soundevents; cmd; ; Compare the compiled and loaded contents of 2 soundevents.
snd_delay_sound_shift; 0; ; 
snd_disable_mixer_duck; 0; cheat; 
snd_disable_mixer_solo; 0; cheat; 
snd_duckerattacktime; 0; a; 
snd_duckerreleasetime; 2; a; 
snd_duckerthreshold; 0; a; 
snd_ducktovolume; 1; a; 
snd_dump_filepaths; cmd; ; 
snd_envelope_rate; 0; ; 
snd_filter; 0; cheat; 
snd_foliage_db_loss; 0; cheat; foliage dB loss per 1200 units
snd_front_headphone_position; cmd; ; Specifies the position (in degrees) of the virtual front left/right headphones.
snd_front_stereo_speaker_position; cmd; ; Specifies the position (in degrees) of the virtual front left/right speakers.
snd_front_surround_speaker_position; cmd; ; Specifies the position (in degrees) of the virtual front left/right speakers.
snd_gain; 1; cheat; 
snd_gain_max; 1; cheat; 
snd_gain_min; 0; cheat; 
snd_gamevoicevolume; 0; a, user, xbox_archive; Game v.o. volume
snd_gamevolume; 0; a, user, xbox_archive; Game volume
snd_getmixer; cmd; ; Get data related to mix group matching string
snd_headphone_pan_exponent; cmd; ; Specifies the exponent for the pan xfade from phone to phone if the 'exp' pan law is being used.
snd_headphone_pan_radial_weight; cmd; ; Apply cos(angle) * weight before pan law
snd_list; 0; cheat; 
snd_list_soundevents; cmd; ; List all available soundevents
snd_list_soundevents_by_stack; cmd; ; List all available soundevents using specified stack name
snd_max_same_sounds; 4; cheat; 
snd_max_same_weapon_sounds; 3; cheat; 
snd_mergemethod; 1; ; Sound merge method (0 == sum and clip, 1 == max, 2 == avg).
snd_mix_minframetime; 0; ; 
snd_mixahead; 0; a; 
snd_mixer_master_dsp; 1; cheat; 
snd_mixer_master_level; 1; cheat; 
snd_moviefix; 1; ; Defer sound recording until next tick when laying off movies.
snd_musicvolume; 0; a, user; Music volume
snd_mute_losefocus; 1; a; 
snd_new_visualize; 0; sv, cheat; Displays soundevent name played at it's 3d position
snd_op_test_convar; 720; cheat; 
snd_prefetch_common; 1; release; Prefetch common sounds from directories specified in scripts/sound_prefetch.txt
snd_print_soundevent; cmd; ; Print the data associated with the specified soundevent.
snd_rear_headphone_position; cmd; ; Specifies the position  (in degrees) of the virtual rear left/right headphones.
snd_rear_stereo_speaker_position; cmd; ; Specifies the position (in degrees) of the virtual rear left/right speakers.
snd_rear_surround_speaker_position; cmd; ; Specifies the position (in degrees) of the virtual rear left/right speakers.
snd_refdb; 60; cheat; Reference dB at snd_refdist
snd_refdist; 36; cheat; Reference distance for snd_refdb
snd_remove_all_soundevents; cmd; ; Remove all soundevents
snd_remove_soundevent; cmd; ; Remove the specified soundevent
snd_report_stop_sound; 0; cheat; If set to 1, report all sounds stopped with S_StopSound(). 
snd_report_verbose_error; 0; cheat; If set to 1, report more error found when playing sounds. 
snd_setmixer; cmd; ; Set named Mixgroup of current mixer to mix vol, mute, solo.
snd_setmixlayer; cmd; ; Set named Mixgroup of named mix layer to mix vol, mute, solo.
snd_showclassname; 0; cheat; 
snd_showstart; 0; cheat; 
snd_sos_cl_set_param_last; cmd; ; 
snd_sos_cl_set_stack_field; cmd; ; 
snd_sos_cl_soundevent_start; cmd; ; 
snd_sos_cl_soundevent_stop_last; cmd; ; 
snd_sos_debug_trigger_opvar; 0; sv; 
snd_sos_default_update_stack; 0; ; 
snd_sos_flush_operators; cmd; ; Flush and re-parse the sound operator system
snd_sos_get_operator_field_info; cmd; ; Currently gets info for a single operator field
snd_sos_list_operator_updates; 0; cheat; 
snd_sos_opvar_debug; 0; cheat; 
snd_sos_print_class_sizes; cmd; ; Prints the sizes of relevant sos classes.
snd_sos_print_full_field_info; 0; cheat; 
snd_sos_print_operator_stack; cmd; ; Prints a master list of currently exposed variables
snd_sos_print_operators; cmd; ; Prints a list of currently available operators
snd_sos_print_stack_exec_list; cmd; ; Prints the current stack execution list
snd_sos_print_stack_list; cmd; ; Prints a list of currently available stacks
snd_sos_resolve_execute_operator; cmd; ; Resolve the inputs and execute one specified operator from a specified stack
snd_sos_set_operator_field; cmd; ; Currently sets a single float operator field
snd_sos_set_operator_field_by_guid; cmd; ; Currently sets a single float operator field
snd_sos_show_block_debug; 0; cheat; Spew data about the list of block entries.
snd_sos_show_client_rcv; 0; ; 
snd_sos_show_client_xmit; 0; cl, cheat; 
snd_sos_show_entry_match_free; 0; ; 
snd_sos_show_operator_event_and_stack; 1; cheat; 
snd_sos_show_operator_event_filter; 0; cheat; 
snd_sos_show_operator_field_filter; 0; cheat; 
snd_sos_show_operator_init; 0; cheat; 
snd_sos_show_operator_not_executing; 1; cheat; 
snd_sos_show_operator_operator_filter; 0; cheat; 
snd_sos_show_operator_parse; 0; cheat; 
snd_sos_show_operator_prestart; 0; cheat; 
snd_sos_show_operator_shutdown; 0; cheat; 
snd_sos_show_operator_start; 0; cheat; 
snd_sos_show_operator_stop_entry; 0; cheat; 
snd_sos_show_operator_updates; 0; cheat; 
snd_sos_show_queuetotrack; 0; cheat; 
snd_sos_show_server_xmit; 0; sv, cheat; 
snd_sos_show_soundevent_param_overwrite; 0; cheat; 
snd_sos_show_track_list; 0; ; 
snd_sos_soundevent_filter; 0; cheat; 
snd_sos_start_soundevent; cmd; ; Starts a specified soundevent
snd_sos_stop_all_soundevents; cmd; ; Stops all soundevents currently on the execution list
snd_sos_stop_soundevent_guid; cmd; ; Stops a specified soundevent
snd_sos_stop_soundevent_index; cmd; ; Stops a specified soundevent
snd_sos_sv_set_param_last; cmd; ; 
snd_sos_sv_set_stack_field; cmd; ; 
snd_sos_sv_soundevent_start; cmd; ; 
snd_sos_sv_soundevent_stop_last; cmd; ; 
snd_sos_test_soundmessage; cmd; ; 
snd_sos_use_case_sensitive_soundevents; 0; ; 
snd_soundmixer; 0; ; 
snd_soundmixer_flush; cmd; ; Reload soundmixers.txt file.
snd_soundmixer_list_mix_groups; cmd; ; List all mix groups to dev console.
snd_soundmixer_list_mix_layers; cmd; ; List all mix layers to dev console.
snd_soundmixer_list_mixers; cmd; ; List all mixers to dev console.
snd_soundmixer_set_trigger_factor; cmd; ; Set named mix layer / mix group, trigger amount.
snd_soundmixer_setmixlayer_amount; cmd; ; Set named mix layer mix amount.
snd_soundmixer_version; 2; ; 
snd_stereo_speaker_pan_exponent; cmd; ; Specifies the exponent for the pan xfade from speaker to speaker if the 'exp' pan law is being used.
snd_stereo_speaker_pan_radial_weight; cmd; ; Apply cos(angle) * weight before pan law
snd_store_filepaths; 0; ; 
snd_surround_speaker_pan_exponent; cmd; ; Specifies the exponent for the pan xfade from speaker to speaker if the 'exp' pan law is being used.
snd_surround_speaker_pan_radial_weight; cmd; ; Apply cos(angle) * weight before pan law
snd_toolvolume; 1; a; Volume of sounds in tools (e.g. Hammer, SFM)
snd_visualize; 0; cheat; Show sounds location in world
snd_voipvolume; 0; a, user, xbox_archive; Voice volume
sndplaydelay; cmd; ; 
sos_debug_emit; 0; sv, rep; 
sound_device_override; 0; a; ID of the sound device to use
soundinfo; cmd; ; Describe the current sound device.
soundlist; cmd; ; List all known sounds.
soundpatch_captionlength; 2; sv, rep; How long looping soundpatch captions should display for.
soundscape_debug; 0; sv, cheat; When on, draws lines to all env_soundscape entities. Green lines show the active soundscape, red lines show soundscapes that aren't in range, and white lines show soundscapes that are in range, but not the active soundscape.
soundscape_dumpclient; cmd; ; Dumps the client's soundscape data. 
soundscape_fadetime; 3; cl, cheat; Time to crossfade sound effects between soundscapes
soundscape_flush; cmd; ; Flushes the server & client side soundscapes
soundscape_message; 0; cl; 
soundscape_radius_debug; 0; cl, cheat; Prints current volume of radius sounds
spawn_group_activate; cmd; ; Activate specified spawngroup.
spawn_group_list; cmd; ; List all spawn groups
spawn_group_load; cmd; ; Load named spawn group.
spawn_group_save; cmd; ; Unload and save named spawn group.
spawn_group_unload; cmd; ; Unload named spawn group.
spawngroup_ignore_timeouts; 0; ; 
speaker_config; -1; a, release; 
spec_allowroaming; 0; cl, a, user; 
spec_autodirector; 1; cl, clientcmd_can_execute; Auto-director chooses best view modes while spectating
spec_centerchasecam; 0; cl, a; Looks at the target player's center, instead of his eye position, in chase came mode
spec_chasedistance; 96; cl; Chase cam's ideal distance from target
spec_chasedistancestep; 10; cl, a; Amount to adjust the chase cam's distance on a zoom request
spec_freeze_distance_max; 200; cl, cheat; Maximum random distance from the target to stop when framing them in observer freeze cam.
spec_freeze_distance_min; 96; cl, cheat; Minimum random distance from the target to stop when framing them in observer freeze cam.
spec_freeze_time; 4; sv, rep, cheat; Time spend frozen in observer freeze cam.
spec_freeze_traveltime; 0; sv, rep, cheat; Time taken to zoom in to frame a target in observer freeze cam.
spec_mode; cmd; ; Set spectator mode
spec_next; cmd; ; Spectate next player
spec_player; cmd; ; Spectate player by name
spec_pos; cmd; ; dump position and angles to the console
spec_prev; cmd; ; Spectate previous player
spec_scoreboard; 0; cl, a; 
spec_track; 0; cl; Tracks an entity in spec mode
speed; cmd; ; 
speed; cmd; ; 
splitscreen_mode; 0; machine; 
ss_add; cmd; ; Adds a splitscreen user.
ss_enable; 0; cl, release; Enables Split Screen support. Play Single Player now launches into split screen mode. NO ONLINE SUPPORT
ss_remove; cmd; ; Removes a splitscreen user.
ss_splitmode; 0; cl, a, xbox_archive; Two player split screen mode (0 - recommended settings base on the width, 1 - horizontal, 2 - vertical (only allowed in widescreen)
ss_verticalsplit; 1; cl; Two player split screen uses vertical split (do not set this directly, use ss_splitmode instead).
ss_voice_hearpartner; 0; ; Route voice between splitscreen players on same system.
ssao_usenormals; 1; ; 
startdemos; cmd; ; Play demos in demo sequence.
startmovie; cmd; ; Start recording movie frames.
stash_grab_all; cmd; ; grab all items from the stash
stat_dropdown; cmd; ; Select a category in the spectator stats dropdown
stat_dropdown_cycle; cmd; ; Cycle through the stat dropdown categories in a specified direction (-1 = back, 1 = forward)
stat_dropdown_sort; cmd; ; Cycle through the stat dropdown sort methods
stats; cmd; ; Prints server performance variables
stats_display; 0; ; Displays perf statistics information
stats_highlight_interval; 10; cl; Interval between hightlight screens in the transition stats panel
stats_print; cmd; ; Prints out perf statistics to the console, clears perf history
status; cmd; ; Print connection status
steamcontroller_flow_interval; 7000; ; 
steamcontroller_flow_sensitivity; 0; ; 
steamcontroller_haptic_intensity; 320; ; 
steamdatagram_client_consecutitive_ping_timeouts_fail; 4; ; If N consecutive pings to a port fail, after having received successful communication, mark that port as unavailable for a while, and try a different one.
steamdatagram_client_consecutitive_ping_timeouts_fail_initial; 2; ; If the first N pings to a port all fail, mark that port as unavailable for a while, and try a different one.  Some ISPs and routers may drop the first packet, so setting this to 1 may greatly disrupt communications.
steamdatagram_client_fakeloss_recv; 0; ; 0-100 Randomly discard N pct of packets received
steamdatagram_client_fakeloss_send; 0; ; 0-100 Randomly discard N pct of packets instead of sending
steamdatagram_client_force_relay_cluster; 0; ; Code of relay cluster to use.  If not empty, we will only use relays in that cluster.  E.g. 'iad'
steamdatagram_client_min_pings_before_ping_accurate; 10; ; Send at least N pings to a router before assuming the ping is accurate.  (The first few packets can often delayed by various route setup costs such as NAT.)
steamdatagram_client_single_socket; 0; ; Set all steam datagram traffic to originate from the same local port.  By default, we open up a new UDP socket (on a different local port) for each relay.  This is not optimal, but it works around some routers that don't implement NAT properly.  If you have intermittent problems talking to relays that might be NAT related, try toggling this flag.
steamdatagram_clientstatus; cmd; ; Print steam datagram client status
step_spline; 0; sv; 
stop; cmd; ; Finish recording demo.
stopdemos; cmd; ; Stop looping demos (current demo will complete).
stopsound; cmd; ; 
stopsoundscape; cmd; ; Stops all soundscape processing and fades current looping sounds
stopvideos; cmd; ; Stops all videos playing to the screen
strafe; cmd; ; 
strafe; cmd; ; 
suitvolume; 0; sv, a; 
surfaceprop; cmd; ; Reports the surface properties at the cursor
sv_allchat; 1; sv, nf; Players can receive all other players' text chat, no death restrictions
sv_allow_lobby_connect_only; 0; release; If set, players may only join this server from matchmaking lobby, may not connect directly.
sv_allow_wait_command; 1; rep, release; Allow or disallow the wait command on clients connected to this server.
sv_alltalk; 0; sv, nf, release; Players can hear all other players' voice communication, no team restrictions
sv_alternateticks; 0; sp, release; If set, server only simulates entities on even numbered ticks. 
sv_always_full_flush; 0; cheat; 
sv_anim_queue_changes; 1; sv; 
sv_autosave; 1; sv; Set to 1 to autosave game on level transition. Does not affect autosave triggers.
sv_banid_dev_enabled; 0; ; 
sv_banid_enabled; 1; release; Whether server supports banid command
sv_benchmark_autovprofrecord; 0; sv; If running a benchmark and this is set, it will record a vprof file over the duration of the benchmark with filename benchmark.vprof.
sv_benchmark_force_start; cmd; ; Force start the benchmark. This is only for debugging. It's better to set sv_benchmark to 1 and restart the level.
sv_benchmark_numticks; 3300; sv; If > 0, then it only runs the benchmark for this # of ticks.
sv_bonus_challenge; 0; sv, rep; Set to values other than 0 to select a bonus map challenge type.
sv_can_quit_from_script; 0; sv, rep, cheat; 
sv_cheats; 0; nf, rep, release; Allow cheats on server
sv_clearhinthistory; cmd; ; Clear memory of server side hints displayed to the player.
sv_client_cmdrate_difference; 20; rep; cl_cmdrate is moved to within sv_client_cmdrate_difference units of cl_updaterate before it is clamped between sv_mincmdrate and sv_maxcmdrate.
sv_client_max_interp_ratio; 5; sv, rep; This can be used to limit the value of cl_interp_ratio for connected clients (only while they are connected). If sv_client_min_interp_ratio is -1, then this cvar has no effect.
sv_client_min_interp_ratio; 1; sv, rep; This can be used to limit the value of cl_interp_ratio for connected clients (only while they are connected).               -1 = let clients set cl_interp_ratio to anything  any other value = set minimum value for cl_interp_ratio
sv_client_predict; -1; rep; This can be used to force the value of cl_predict for connected clients (only while they are connected).    -1 = let clients set cl_predict to anything     0 = force cl_predict to 0     1 = force cl_predict to 1
sv_clockcorrection_msecs; 60; sv; The server tries to keep each player's m_nTickBase withing this many msecs of the server absolute tickcount
sv_cluster; 0; release; Data center cluster this server lives in.
sv_consistency; 0; rep, release; Whether the server enforces file consistency for critical files
sv_contact; 0; nf, release; Contact email for server sysop
sv_debug_player_use; 0; sv, rep; Visualizes +use logic. Green cross=trace success, Red cross=trace too far, Green box=radius success
sv_decal_clear_all_entities; cmd; ; Clears decals from all entities
sv_decal_clear_from_entity; cmd; ; Clears decals from the targetted entity
sv_decal_clear_world; cmd; ; Clears world decals
sv_decal_debug; cmd; ; Toggles server decal debug visualization
sv_decal_shoot; cmd; ; Shoots a server-side decal
sv_dota_auto_save_interval; 300; sv; 
sv_dota_auto_save_min_players; 10; sv; minimum number of players in the game to allow saves
sv_dota_auto_save_test_interval; 120; sv; 
sv_dota_auto_save_test_interval_futz; 30; sv; 
sv_dota_crash_sentinel_filename; 0; sv; Filename of crash detection sentinel
sv_dota_custom_game_cache_download_stuck_mb; 1; sv; We must download N megabytes within sv_dota_custom_game_cache_download_stuck_timeout seconds, or else we'll assume the download is stuck and give up
sv_dota_custom_game_cache_download_stuck_timeout; 30; sv; Every N seconds, we must make download progress of at least sv_dota_custom_game_cache_download_stuck_mb megabytes, or else we'll assume the download is stuck and give up
sv_dota_custom_game_cache_download_timeout_total; 300; sv; If we cannot finish downloading after N seconds, give up
sv_dota_custom_game_cache_lock_file_timeout; 30; sv; If we cannot acquire lock on shared cache in N seconds, give up and fail UGC install
sv_dota_custom_game_cache_shared_folder; 0; sv; Shared cache for downloaded custom game data.  (Dedicated server only)
sv_dota_custom_game_cache_test_download; cmd; ; <custom game ID> [<expected_timestamp>].  Test code to cache UGC to dedicated server
sv_dota_dump_econ_item_stringtable; cmd; ; 
sv_dota_dump_modifier_stringtable; cmd; ; 
sv_dota_league_auto_save_interval; 30; sv; 
sv_dota_speech_announcer_networking; 1; sv, cheat; Set to 0 to prevent announcer speech from being matched on the client, match it on the server instead, like the old way.
sv_downloadurl; 0; rep, release; Location from which clients can download missing files
sv_enable_delta_packing; 1; ; When enabled, this allows for entity packing to use the property changes for building up the data. This is many times faster, but can be disabled for error checking.
sv_enableoldqueries; 0; ; Enable support for old style (HL1) server queries
sv_ent_showonlyattachment; 0; sv, cheat; 
sv_ent_showonlyhitbox; -1; sv, cheat; 
sv_extra_client_connect_time; 15; ; Seconds after client connect during which extra frames are buffered to prevent non-delta'd update
sv_filterban; 1; ; Set packet filtering by IP mode
sv_footstepinterval; 0; sv, rep, cheat; 
sv_force_time_of_day; -1; sv, cheat; 0 - midnight, 3 - afternoon
sv_forcepreload; 0; a; Force server side preloading.
sv_fow_viz; cmd; ; FoW viz commands
sv_gameinstructor_disable; 0; cl, rep; Force all clients to disable their game instructors.
sv_gravity; 800; sv, nf, rep; World gravity.
sv_hibernate_postgame_delay; 5; ; # of seconds to wait after final client leaves before hibernating.
sv_hibernate_when_empty; 1; ; Puts the server into extremely low CPU usage mode when no clients connected
sv_hitbox_debug; 0; sv; 
sv_infinite_ammo; 0; sv, rep, cheat; Player's active weapon will never run out of ammo
sv_ladder_slack_z_mult; 0; sv, rep, cheat; Difference in Z increases toward the middle of the slack ladder. 
